Area,Date,date,Claims,CumClaims,Employed,Unemployed,PctChngEmployed
Paulding County,03/28/2020,Mar 28,1869,2128,81516.0,5405.0,-2.5
Paulding County,04/04/2020,Apr 04,5882,8010,75634.0,11287.0,-9.6
Paulding County,04/11/2020,Apr 11,3695,11705,71939.0,14982.0,-14.0
Paulding County,04/18/2020,Apr 18,2998,14703,68941.0,17980.0,-17.6
Paulding County,04/25/2020,Apr 25,3205,17908,65736.0,21185.0,-21.4
Paulding County,05/02/2020,May 02,2649,20557,63087.0,23834.0,-24.6
Paulding County,05/09/2020,May 09,2942,23499,60145.0,26776.0,-28.1
Peach County,03/07/2020,Mar 07,11,11,11361.0,577.0,-0.1
Peach County,03/14/2020,Mar 14,10,21,11351.0,587.0,-0.2
Peach County,03/21/2020,Mar 21,18,39,11333.0,605.0,-0.3
Peach County,03/28/2020,Mar 28,240,279,11093.0,845.0,-2.5
Peach County,04/04/2020,Apr 04,703,982,10390.0,1548.0,-8.6
Peach County,04/11/2020,Apr 11,851,1833,9539.0,2399.0,-16.1
Peach County,04/18/2020,Apr 18,593,2426,8946.0,2992.0,-21.3
Peach County,04/25/2020,Apr 25,544,2970,8402.0,3536.0,-26.1
Peach County,05/02/2020,May 02,449,3419,7953.0,3985.0,-30.1
Peach County,05/09/2020,May 09,479,3898,7474.0,4464.0,-34.3
Pickens County,03/07/2020,Mar 07,19,19,14830.0,602.0,-0.1
Pickens County,03/14/2020,Mar 14,18,37,14812.0,620.0,-0.2
Pickens County,03/21/2020,Mar 21,47,84,14765.0,667.0,-0.6
Pickens County,03/28/2020,Mar 28,342,426,14423.0,1009.0,-2.9
Pickens County,04/04/2020,Apr 04,978,1404,13445.0,1987.0,-9.5
Pickens County,04/11/2020,Apr 11,712,2116,12733.0,2699.0,-14.3
Pickens County,04/18/2020,Apr 18,602,2718,12131.0,3301.0,-18.3
Pickens County,04/25/2020,Apr 25,592,3310,11539.0,3893.0,-22.3
Pickens County,05/02/2020,May 02,584,3894,10955.0,4477.0,-26.2
Pickens County,05/09/2020,May 09,664,4558,10291.0,5141.0,-30.7
Pierce County,03/07/2020,Mar 07,4,4,8405.0,346.0,-0.0
Pierce County,03/14/2020,Mar 14,11,15,8394.0,357.0,-0.2
Pierce County,03/21/2020,Mar 21,6,21,8388.0,363.0,-0.2
Pierce County,03/28/2020,Mar 28,81,102,8307.0,444.0,-1.2
Pierce County,04/04/2020,Apr 04,386,488,7921.0,830.0,-5.8
Pierce County,04/11/2020,Apr 11,244,732,7677.0,1074.0,-8.7
Pierce County,04/18/2020,Apr 18,442,1174,7235.0,1516.0,-14.0
Pierce County,04/25/2020,Apr 25,295,1469,6940.0,1811.0,-17.5
Pierce County,05/02/2020,May 02,324,1793,6616.0,2135.0,-21.3
Pierce County,05/09/2020,May 09,232,2025,6384.0,2367.0,-24.1
Pike County,03/07/2020,Mar 07,2,2,8643.0,355.0,-0.0
Pike County,03/14/2020,Mar 14,10,12,8633.0,365.0,-0.1
Pike County,03/21/2020,Mar 21,21,33,8612.0,386.0,-0.4
Pike County,03/28/2020,Mar 28,118,151,8494.0,504.0,-1.7
Pike County,04/04/2020,Apr 04,471,622,8023.0,975.0,-7.2
Pike County,04/11/2020,Apr 11,497,1119,7526.0,1472.0,-12.9
Pike County,04/18/2020,Apr 18,338,1457,7188.0,1810.0,-16.9
Pike County,04/25/2020,Apr 25,364,1821,6824.0,2174.0,-21.1
Pike County,05/02/2020,May 02,340,2161,6484.0,2514.0,-25.0
Pike County,05/09/2020,May 09,277,2438,6207.0,2791.0,-28.2
Polk County,03/07/2020,Mar 07,28,28,17699.0,904.0,-0.2
Polk County,03/14/2020,Mar 14,62,90,17637.0,966.0,-0.5
Polk County,03/21/2020,Mar 21,73,163,17564.0,1039.0,-0.9
Polk County,03/28/2020,Mar 28,314,477,17250.0,1353.0,-2.7
Polk County,04/04/2020,Apr 04,1572,2049,15678.0,2925.0,-11.6
Polk County,04/11/2020,Apr 11,932,2981,14746.0,3857.0,-16.8
Polk County,04/18/2020,Apr 18,1145,4126,13601.0,5002.0,-23.3
Polk County,04/25/2020,Apr 25,945,5071,12656.0,5947.0,-28.6
Polk County,05/02/2020,May 02,759,5830,11897.0,6706.0,-32.9
Polk County,05/09/2020,May 09,862,6692,11035.0,7568.0,-37.8
Pulaski County,03/07/2020,Mar 07,3,3,3904.0,192.0,-0.1
Pulaski County,03/14/2020,Mar 14,5,8,3899.0,197.0,-0.2
Pulaski County,03/21/2020,Mar 21,2,10,3897.0,199.0,-0.3
Pulaski County,03/28/2020,Mar 28,31,41,3866.0,230.0,-1.0
Pulaski County,04/04/2020,Apr 04,123,164,3743.0,353.0,-4.2
Pulaski County,04/11/2020,Apr 11,151,315,3592.0,504.0,-8.1
Pulaski County,04/18/2020,Apr 18,112,427,3480.0,616.0,-10.9
Pulaski County,04/25/2020,Apr 25,130,557,3350.0,746.0,-14.3
Pulaski County,05/02/2020,May 02,101,658,3249.0,847.0,-16.8
Pulaski County,05/09/2020,May 09,70,728,3179.0,917.0,-18.6
Putnam County,03/07/2020,Mar 07,9,9,7814.0,430.0,-0.1
Putnam County,03/14/2020,Mar 14,2,11,7812.0,432.0,-0.1
Putnam County,03/21/2020,Mar 21,13,24,7799.0,445.0,-0.3
Putnam County,03/28/2020,Mar 28,217,241,7582.0,662.0,-3.1
Putnam County,04/04/2020,Apr 04,648,889,6934.0,1310.0,-11.4
Putnam County,04/11/2020,Apr 11,604,1493,6330.0,1914.0,-19.1
Putnam County,04/18/2020,Apr 18,356,1849,5974.0,2270.0,-23.6
Putnam County,04/25/2020,Apr 25,359,2208,5615.0,2629.0,-28.2
Putnam County,05/02/2020,May 02,359,2567,5256.0,2988.0,-32.8
Putnam County,05/09/2020,May 09,380,2947,4876.0,3368.0,-37.7
Quitman County,03/07/2020,Mar 07,0,0,752.0,49.0,0.0
Quitman County,03/14/2020,Mar 14,1,1,751.0,50.0,-0.1
Quitman County,03/21/2020,Mar 21,0,1,751.0,50.0,-0.1
Quitman County,03/28/2020,Mar 28,2,3,749.0,52.0,-0.4
Quitman County,04/04/2020,Apr 04,8,11,741.0,60.0,-1.5
Quitman County,04/11/2020,Apr 11,6,17,735.0,66.0,-2.3
Quitman County,04/18/2020,Apr 18,8,25,727.0,74.0,-3.3
Quitman County,04/25/2020,Apr 25,18,43,709.0,92.0,-5.7
Quitman County,05/02/2020,May 02,8,51,701.0,100.0,-6.8
Quitman County,05/09/2020,May 09,9,60,692.0,109.0,-8.0
Rabun County,03/07/2020,Mar 07,5,5,6689.0,318.0,-0.1
Rabun County,03/14/2020,Mar 14,6,11,6683.0,324.0,-0.2
Rabun County,03/21/2020,Mar 21,10,21,6673.0,334.0,-0.3
Rabun County,03/28/2020,Mar 28,208,229,6465.0,542.0,-3.4
Rabun County,04/04/2020,Apr 04,697,926,5768.0,1239.0,-13.8
Rabun County,04/11/2020,Apr 11,332,1258,5436.0,1571.0,-18.8
Rabun County,04/18/2020,Apr 18,302,1560,5134.0,1873.0,-23.3
Rabun County,04/25/2020,Apr 25,256,1816,4878.0,2129.0,-27.1
Rabun County,05/02/2020,May 02,190,2006,4688.0,2319.0,-30.0
Rabun County,05/09/2020,May 09,286,2292,4402.0,2605.0,-34.2
Randolph County,03/07/2020,Mar 07,0,0,2441.0,146.0,0.0
Randolph County,03/14/2020,Mar 14,5,5,2436.0,151.0,-0.2
Randolph County,03/21/2020,Mar 21,2,7,2434.0,153.0,-0.3
Randolph County,03/28/2020,Mar 28,66,73,2368.0,219.0,-3.0
Randolph County,04/04/2020,Apr 04,219,292,2149.0,438.0,-12.0
Randolph County,04/11/2020,Apr 11,233,525,1916.0,671.0,-21.5
Randolph County,04/18/2020,Apr 18,165,690,1751.0,836.0,-28.3
Randolph County,04/25/2020,Apr 25,239,929,1512.0,1075.0,-38.1
Randolph County,05/02/2020,May 02,116,1045,1396.0,1191.0,-42.8
Randolph County,05/09/2020,May 09,77,1122,1319.0,1268.0,-46.0
Richmond County,03/07/2020,Mar 07,128,128,81257.0,4703.0,-0.2
Richmond County,03/14/2020,Mar 14,88,216,81169.0,4791.0,-0.3
Richmond County,03/21/2020,Mar 21,141,357,81028.0,4932.0,-0.4
Richmond County,03/28/2020,Mar 28,2013,2370,79015.0,6945.0,-2.9
Richmond County,04/04/2020,Apr 04,5670,8040,73345.0,12615.0,-9.9
Richmond County,04/11/2020,Apr 11,4869,12909,68476.0,17484.0,-15.9
Richmond County,04/18/2020,Apr 18,3450,16359,65026.0,20934.0,-20.1
Richmond County,04/25/2020,Apr 25,4066,20425,60960.0,25000.0,-25.1
Richmond County,05/02/2020,May 02,3424,23849,57536.0,28424.0,-29.3
Richmond County,05/09/2020,May 09,3349,27198,54187.0,31773.0,-33.4
Rockdale County,03/07/2020,Mar 07,57,57,43084.0,2230.0,-0.1
Rockdale County,03/14/2020,Mar 14,68,125,43016.0,2298.0,-0.3
Rockdale County,03/21/2020,Mar 21,125,250,42891.0,2423.0,-0.6
Rockdale County,03/28/2020,Mar 28,1120,1370,41771.0,3543.0,-3.2
Rockdale County,04/04/2020,Apr 04,3455,4825,38316.0,6998.0,-11.2
Rockdale County,04/11/2020,Apr 11,2691,7516,35625.0,9689.0,-17.4
Rockdale County,04/18/2020,Apr 18,1976,9492,33649.0,11665.0,-22.0
Rockdale County,04/25/2020,Apr 25,2273,11765,31376.0,13938.0,-27.3
Rockdale County,05/02/2020,May 02,2292,14057,29084.0,16230.0,-32.6
Rockdale County,05/09/2020,May 09,2484,16541,26600.0,18714.0,-38.3
Schley County,03/07/2020,Mar 07,1,1,2132.0,99.0,-0.0
Schley County,03/14/2020,Mar 14,2,3,2130.0,101.0,-0.1
Schley County,03/21/2020,Mar 21,1,4,2129.0,102.0,-0.2
Schley County,03/28/2020,Mar 28,15,19,2114.0,117.0,-0.9
Schley County,04/04/2020,Apr 04,62,81,2052.0,179.0,-3.8
Schley County,04/11/2020,Apr 11,46,127,2006.0,225.0,-6.0
Schley County,04/18/2020,Apr 18,46,173,1960.0,271.0,-8.1
Schley County,04/25/2020,Apr 25,29,202,1931.0,300.0,-9.5
Schley County,05/02/2020,May 02,25,227,1906.0,325.0,-10.6
Schley County,05/09/2020,May 09,35,262,1871.0,360.0,-12.3
Screven County,03/07/2020,Mar 07,11,11,4780.0,321.0,-0.2
Screven County,03/14/2020,Mar 14,5,16,4775.0,326.0,-0.3
Screven County,03/21/2020,Mar 21,16,32,4759.0,342.0,-0.7
Screven County,03/28/2020,Mar 28,69,101,4690.0,411.0,-2.1
Screven County,04/04/2020,Apr 04,270,371,4420.0,681.0,-7.7
Screven County,04/11/2020,Apr 11,383,754,4037.0,1064.0,-15.7
Screven County,04/18/2020,Apr 18,405,1159,3632.0,1469.0,-24.2
Screven County,04/25/2020,Apr 25,241,1400,3391.0,1710.0,-29.2
Screven County,05/02/2020,May 02,318,1718,3073.0,2028.0,-35.9
Screven County,05/09/2020,May 09,312,2030,2761.0,2340.0,-42.4
Seminole County,03/07/2020,Mar 07,1,1,2914.0,170.0,-0.0
Seminole County,03/14/2020,Mar 14,2,3,2912.0,172.0,-0.1
Seminole County,03/21/2020,Mar 21,2,5,2910.0,174.0,-0.2
Seminole County,03/28/2020,Mar 28,39,44,2871.0,213.0,-1.5
Seminole County,04/04/2020,Apr 04,106,150,2765.0,319.0,-5.1
Seminole County,04/11/2020,Apr 11,115,265,2650.0,434.0,-9.1
Seminole County,04/18/2020,Apr 18,82,347,2568.0,516.0,-11.9
Seminole County,04/25/2020,Apr 25,110,457,2458.0,626.0,-15.7
Seminole County,05/02/2020,May 02,85,542,2373.0,711.0,-18.6
Seminole County,05/09/2020,May 09,77,619,2296.0,788.0,-21.2
Spalding County,03/07/2020,Mar 07,47,47,27552.0,1571.0,-0.2
Spalding County,03/14/2020,Mar 14,73,120,27479.0,1644.0,-0.4
Spalding County,03/21/2020,Mar 21,59,179,27420.0,1703.0,-0.6
Spalding County,03/28/2020,Mar 28,565,744,26855.0,2268.0,-2.7
Spalding County,04/04/2020,Apr 04,1921,2665,24934.0,4189.0,-9.7
Spalding County,04/11/2020,Apr 11,1935,4600,22999.0,6124.0,-16.7
Spalding County,04/18/2020,Apr 18,1336,5936,21663.0,7460.0,-21.5
Spalding County,04/25/2020,Apr 25,1425,7361,20238.0,8885.0,-26.7
Spalding County,05/02/2020,May 02,1422,8783,18816.0,10307.0,-31.8
Spalding County,05/09/2020,May 09,1255,10038,17561.0,11562.0,-36.4
Stephens County,03/07/2020,Mar 07,10,10,10169.0,533.0,-0.1
Stephens County,03/14/2020,Mar 14,20,30,10149.0,553.0,-0.3
Stephens County,03/21/2020,Mar 21,11,41,10138.0,564.0,-0.4
Stephens County,03/28/2020,Mar 28,150,191,9988.0,714.0,-1.9
Stephens County,04/04/2020,Apr 04,677,868,9311.0,1391.0,-8.5
Stephens County,04/11/2020,Apr 11,533,1401,8778.0,1924.0,-13.8
Stephens County,04/18/2020,Apr 18,634,2035,8144.0,2558.0,-20.0
Stephens County,04/25/2020,Apr 25,527,2562,7617.0,3085.0,-25.2
Stephens County,05/02/2020,May 02,599,3161,7018.0,3684.0,-31.1
Stephens County,05/09/2020,May 09,494,3655,6524.0,4178.0,-35.9
Stewart County,03/07/2020,Mar 07,5,5,2317.0,129.0,-0.2
Stewart County,03/14/2020,Mar 14,14,19,2303.0,143.0,-0.8
Stewart County,03/21/2020,Mar 21,1,20,2302.0,144.0,-0.9
Stewart County,03/28/2020,Mar 28,18,38,2284.0,162.0,-1.6
Stewart County,04/04/2020,Apr 04,42,80,2242.0,204.0,-3.4
Stewart County,04/11/2020,Apr 11,70,150,2172.0,274.0,-6.5
Stewart County,04/18/2020,Apr 18,46,196,2126.0,320.0,-8.4
Stewart County,04/25/2020,Apr 25,42,238,2084.0,362.0,-10.2
Stewart County,05/02/2020,May 02,39,277,2045.0,401.0,-11.9
Stewart County,05/09/2020,May 09,31,308,2014.0,432.0,-13.3
Sumter County,03/07/2020,Mar 07,13,13,12206.0,809.0,-0.1
Sumter County,03/14/2020,Mar 14,39,52,12167.0,848.0,-0.4
Sumter County,03/21/2020,Mar 21,16,68,12151.0,864.0,-0.6
Sumter County,03/28/2020,Mar 28,132,200,12019.0,996.0,-1.6
Sumter County,04/04/2020,Apr 04,556,756,11463.0,1552.0,-6.2
Sumter County,04/11/2020,Apr 11,479,1235,10984.0,2031.0,-10.1
Sumter County,04/18/2020,Apr 18,435,1670,10549.0,2466.0,-13.7
Sumter County,04/25/2020,Apr 25,438,2108,10111.0,2904.0,-17.3
Sumter County,05/02/2020,May 02,336,2444,9775.0,3240.0,-20.0
Sumter County,05/09/2020,May 09,319,2763,9456.0,3559.0,-22.6
Talbot County,03/07/2020,Mar 07,1,1,2659.0,139.0,-0.0
Talbot County,03/14/2020,Mar 14,1,2,2658.0,140.0,-0.1
Talbot County,03/21/2020,Mar 21,4,6,2654.0,144.0,-0.2
Talbot County,03/28/2020,Mar 28,38,44,2616.0,182.0,-1.7
Talbot County,04/04/2020,Apr 04,112,156,2504.0,294.0,-5.9
Talbot County,04/11/2020,Apr 11,122,278,2382.0,416.0,-10.5
Talbot County,04/18/2020,Apr 18,63,341,2319.0,479.0,-12.8
Talbot County,04/25/2020,Apr 25,86,427,2233.0,565.0,-16.1
Talbot County,05/02/2020,May 02,71,498,2162.0,636.0,-18.7
Talbot County,05/09/2020,May 09,81,579,2081.0,717.0,-21.8
Taliaferro County,03/07/2020,Mar 07,1,1,531.0,39.0,-0.2
Taliaferro County,03/14/2020,Mar 14,0,1,531.0,39.0,-0.2
Taliaferro County,03/21/2020,Mar 21,1,2,530.0,40.0,-0.4
Taliaferro County,03/28/2020,Mar 28,11,13,519.0,51.0,-2.4
Taliaferro County,04/04/2020,Apr 04,25,38,494.0,76.0,-7.1
Taliaferro County,04/11/2020,Apr 11,34,72,460.0,110.0,-13.5
Taliaferro County,04/18/2020,Apr 18,22,94,438.0,132.0,-17.7
Taliaferro County,04/25/2020,Apr 25,21,115,417.0,153.0,-21.6
Taliaferro County,05/02/2020,May 02,16,131,401.0,169.0,-24.6
Taliaferro County,05/09/2020,May 09,19,150,382.0,188.0,-28.2
Tattnall County,03/07/2020,Mar 07,8,8,9210.0,494.0,-0.1
Tattnall County,03/14/2020,Mar 14,15,23,9195.0,509.0,-0.2
Tattnall County,03/21/2020,Mar 21,4,27,9191.0,513.0,-0.3
Tattnall County,03/28/2020,Mar 28,50,77,9141.0,563.0,-0.8
Tattnall County,04/04/2020,Apr 04,288,365,8853.0,851.0,-4.0
Tattnall County,04/11/2020,Apr 11,281,646,8572.0,1132.0,-7.0
Tattnall County,04/18/2020,Apr 18,211,857,8361.0,1343.0,-9.3
Tattnall County,04/25/2020,Apr 25,203,1060,8158.0,1546.0,-11.5
Tattnall County,05/02/2020,May 02,180,1240,7978.0,1726.0,-13.5
Tattnall County,05/09/2020,May 09,171,1411,7807.0,1897.0,-15.3
Taylor County,03/07/2020,Mar 07,3,3,3132.0,138.0,-0.1
Taylor County,03/14/2020,Mar 14,6,9,3126.0,144.0,-0.3
Taylor County,03/21/2020,Mar 21,2,11,3124.0,146.0,-0.4
Taylor County,03/28/2020,Mar 28,44,55,3080.0,190.0,-1.8
Taylor County,04/04/2020,Apr 04,103,158,2977.0,293.0,-5.0
Taylor County,04/11/2020,Apr 11,164,322,2813.0,457.0,-10.3
Taylor County,04/18/2020,Apr 18,122,444,2691.0,579.0,-14.2
Taylor County,04/25/2020,Apr 25,98,542,2593.0,677.0,-17.3
Taylor County,05/02/2020,May 02,91,633,2502.0,768.0,-20.2
Taylor County,05/09/2020,May 09,74,707,2428.0,842.0,-22.6
Telfair County,03/07/2020,Mar 07,5,5,3726.0,457.0,-0.1
Telfair County,03/14/2020,Mar 14,6,11,3720.0,463.0,-0.3
Telfair County,03/21/2020,Mar 21,7,18,3713.0,470.0,-0.5
Telfair County,03/28/2020,Mar 28,17,35,3696.0,487.0,-0.9
Telfair County,04/04/2020,Apr 04,160,195,3536.0,647.0,-5.2
Telfair County,04/11/2020,Apr 11,163,358,3373.0,810.0,-9.6
Telfair County,04/18/2020,Apr 18,86,444,3287.0,896.0,-11.9
Telfair County,04/25/2020,Apr 25,77,521,3210.0,973.0,-14.0
Telfair County,05/02/2020,May 02,75,596,3135.0,1048.0,-16.0
Telfair County,05/09/2020,May 09,87,683,3048.0,1135.0,-18.3
Terrell County,03/07/2020,Mar 07,4,4,3329.0,184.0,-0.1
Terrell County,03/14/2020,Mar 14,15,19,3314.0,199.0,-0.6
Terrell County,03/21/2020,Mar 21,4,23,3310.0,203.0,-0.7
Terrell County,03/28/2020,Mar 28,47,70,3263.0,250.0,-2.1
Terrell County,04/04/2020,Apr 04,144,214,3119.0,394.0,-6.4
Terrell County,04/11/2020,Apr 11,137,351,2982.0,531.0,-10.5
Terrell County,04/18/2020,Apr 18,91,442,2891.0,622.0,-13.3
Terrell County,04/25/2020,Apr 25,135,577,2756.0,757.0,-17.3
Terrell County,05/02/2020,May 02,118,695,2638.0,875.0,-20.9
Terrell County,05/09/2020,May 09,105,800,2533.0,980.0,-24.0
Thomas County,03/07/2020,Mar 07,13,13,15671.0,840.0,-0.1
Thomas County,03/14/2020,Mar 14,13,26,15658.0,853.0,-0.2
Thomas County,03/21/2020,Mar 21,19,45,15639.0,872.0,-0.3
Thomas County,03/28/2020,Mar 28,392,437,15247.0,1264.0,-2.8
Thomas County,04/04/2020,Apr 04,989,1426,14258.0,2253.0,-9.1
Thomas County,04/11/2020,Apr 11,716,2142,13542.0,2969.0,-13.7
Thomas County,04/18/2020,Apr 18,783,2925,12759.0,3752.0,-18.6
Thomas County,04/25/2020,Apr 25,719,3644,12040.0,4471.0,-23.2
Thomas County,05/02/2020,May 02,623,4267,11417.0,5094.0,-27.2
Thomas County,05/09/2020,May 09,541,4808,10876.0,5635.0,-30.7
Tift County,03/07/2020,Mar 07,16,16,19315.0,839.0,-0.1
Tift County,03/14/2020,Mar 14,19,35,19296.0,858.0,-0.2
Tift County,03/21/2020,Mar 21,12,47,19284.0,870.0,-0.2
Tift County,03/28/2020,Mar 28,444,491,18840.0,1314.0,-2.5
Tift County,04/04/2020,Apr 04,1170,1661,17670.0,2484.0,-8.6
Tift County,04/11/2020,Apr 11,792,2453,16878.0,3276.0,-12.7
Tift County,04/18/2020,Apr 18,841,3294,16037.0,4117.0,-17.0
Tift County,04/25/2020,Apr 25,823,4117,15214.0,4940.0,-21.3
Tift County,05/02/2020,May 02,748,4865,14466.0,5688.0,-25.2
Tift County,05/09/2020,May 09,627,5492,13839.0,6315.0,-28.4
Toombs County,03/07/2020,Mar 07,16,16,11104.0,701.0,-0.1
Toombs County,03/14/2020,Mar 14,15,31,11089.0,716.0,-0.3
Toombs County,03/21/2020,Mar 21,19,50,11070.0,735.0,-0.4
Toombs County,03/28/2020,Mar 28,156,206,10914.0,891.0,-1.9
Toombs County,04/04/2020,Apr 04,530,736,10384.0,1421.0,-6.6
Toombs County,04/11/2020,Apr 11,770,1506,9614.0,2191.0,-13.5
Toombs County,04/18/2020,Apr 18,642,2148,8972.0,2833.0,-19.3
Toombs County,04/25/2020,Apr 25,572,2720,8400.0,3405.0,-24.5
Toombs County,05/02/2020,May 02,403,3123,7997.0,3808.0,-28.1
Toombs County,05/09/2020,May 09,386,3509,7611.0,4194.0,-31.6
Towns County,03/07/2020,Mar 07,5,5,3657.0,249.0,-0.1
Towns County,03/14/2020,Mar 14,3,8,3654.0,252.0,-0.2
Towns County,03/21/2020,Mar 21,16,24,3638.0,268.0,-0.7
Towns County,03/28/2020,Mar 28,120,144,3518.0,388.0,-3.9
Towns County,04/04/2020,Apr 04,362,506,3156.0,750.0,-13.8
Towns County,04/11/2020,Apr 11,214,720,2942.0,964.0,-19.7
Towns County,04/18/2020,Apr 18,126,846,2816.0,1090.0,-23.1
Towns County,04/25/2020,Apr 25,233,1079,2583.0,1323.0,-29.5
Towns County,05/02/2020,May 02,119,1198,2464.0,1442.0,-32.7
Towns County,05/09/2020,May 09,217,1415,2247.0,1659.0,-38.6
Treutlen County,03/07/2020,Mar 07,1,1,2493.0,167.0,-0.0
Treutlen County,03/14/2020,Mar 14,5,6,2488.0,172.0,-0.2
Treutlen County,03/21/2020,Mar 21,1,7,2487.0,173.0,-0.3
Treutlen County,03/28/2020,Mar 28,32,39,2455.0,205.0,-1.6
Treutlen County,04/04/2020,Apr 04,75,114,2380.0,280.0,-4.6
Treutlen County,04/11/2020,Apr 11,105,219,2275.0,385.0,-8.8
Treutlen County,04/18/2020,Apr 18,132,351,2143.0,517.0,-14.1
Treutlen County,04/25/2020,Apr 25,65,416,2078.0,582.0,-16.7
Treutlen County,05/02/2020,May 02,68,484,2010.0,650.0,-19.4
Treutlen County,05/09/2020,May 09,54,538,1956.0,704.0,-21.6
Troup County,03/07/2020,Mar 07,37,37,36115.0,1527.0,-0.1
Troup County,03/14/2020,Mar 14,34,71,36081.0,1561.0,-0.2
Troup County,03/21/2020,Mar 21,46,117,36035.0,1607.0,-0.3
Troup County,03/28/2020,Mar 28,725,842,35310.0,2332.0,-2.3
Troup County,04/04/2020,Apr 04,2233,3075,33077.0,4565.0,-8.5
Troup County,04/11/2020,Apr 11,3358,6433,29719.0,7923.0,-17.8
Troup County,04/18/2020,Apr 18,2496,8929,27223.0,10419.0,-24.7
Troup County,04/25/2020,Apr 25,2667,11596,24556.0,13086.0,-32.1
Troup County,05/02/2020,May 02,1597,13193,22959.0,14683.0,-36.5
Troup County,05/09/2020,May 09,1725,14918,21234.0,16408.0,-41.3
Turner County,03/07/2020,Mar 07,2,2,3020.0,186.0,-0.1
Turner County,03/14/2020,Mar 14,4,6,3016.0,190.0,-0.2
Turner County,03/21/2020,Mar 21,6,12,3010.0,196.0,-0.4
Turner County,03/28/2020,Mar 28,57,69,2953.0,253.0,-2.3
Turner County,04/04/2020,Apr 04,199,268,2754.0,452.0,-8.9
Turner County,04/11/2020,Apr 11,114,382,2640.0,566.0,-12.6
Turner County,04/18/2020,Apr 18,160,542,2480.0,726.0,-17.9
Turner County,04/25/2020,Apr 25,150,692,2330.0,876.0,-22.9
Turner County,05/02/2020,May 02,107,799,2223.0,983.0,-26.4
Turner County,05/09/2020,May 09,122,921,2101.0,1105.0,-30.5
Twiggs County,03/07/2020,Mar 07,3,3,2725.0,203.0,-0.1
Twiggs County,03/14/2020,Mar 14,8,11,2717.0,211.0,-0.4
Twiggs County,03/21/2020,Mar 21,6,17,2711.0,217.0,-0.6
Twiggs County,03/28/2020,Mar 28,33,50,2678.0,250.0,-1.8
Twiggs County,04/04/2020,Apr 04,110,160,2568.0,360.0,-5.9
Twiggs County,04/11/2020,Apr 11,100,260,2468.0,460.0,-9.5
Twiggs County,04/18/2020,Apr 18,70,330,2398.0,530.0,-12.1
Twiggs County,04/25/2020,Apr 25,112,442,2286.0,642.0,-16.2
Twiggs County,05/02/2020,May 02,84,526,2202.0,726.0,-19.3
Twiggs County,05/09/2020,May 09,87,613,2115.0,813.0,-22.5
Union County,03/07/2020,Mar 07,11,11,9922.0,421.0,-0.1
Union County,03/14/2020,Mar 14,14,25,9908.0,435.0,-0.3
Union County,03/21/2020,Mar 21,12,37,9896.0,447.0,-0.4
Union County,03/28/2020,Mar 28,284,321,9612.0,731.0,-3.2
Union County,04/04/2020,Apr 04,723,1044,8889.0,1454.0,-10.5
Union County,04/11/2020,Apr 11,490,1534,8399.0,1944.0,-15.4
Union County,04/18/2020,Apr 18,343,1877,8056.0,2287.0,-18.9
Union County,04/25/2020,Apr 25,389,2266,7667.0,2676.0,-22.8
Union County,05/02/2020,May 02,275,2541,7392.0,2951.0,-25.6
Union County,05/09/2020,May 09,417,2958,6975.0,3368.0,-29.8
Upson County,03/07/2020,Mar 07,14,14,10925.0,520.0,-0.1
Upson County,03/14/2020,Mar 14,16,30,10909.0,536.0,-0.3
Upson County,03/21/2020,Mar 21,15,45,10894.0,551.0,-0.4
Upson County,03/28/2020,Mar 28,120,165,10774.0,671.0,-1.5
Upson County,04/04/2020,Apr 04,844,1009,9930.0,1515.0,-9.2
Upson County,04/11/2020,Apr 11,703,1712,9227.0,2218.0,-15.7
Upson County,04/18/2020,Apr 18,562,2274,8665.0,2780.0,-20.8
Upson County,04/25/2020,Apr 25,574,2848,8091.0,3354.0,-26.0
Upson County,05/02/2020,May 02,582,3430,7509.0,3936.0,-31.4
Upson County,05/09/2020,May 09,446,3876,7063.0,4382.0,-35.4
Walker County,03/07/2020,Mar 07,10,10,30541.0,1285.0,-0.0
Walker County,03/14/2020,Mar 14,14,24,30527.0,1299.0,-0.1
Walker County,03/21/2020,Mar 21,32,56,30495.0,1331.0,-0.2
Walker County,03/28/2020,Mar 28,321,377,30174.0,1652.0,-1.2
Walker County,04/04/2020,Apr 04,1267,1644,28907.0,2919.0,-5.4
Walker County,04/11/2020,Apr 11,2043,3687,26864.0,4962.0,-12.1
Walker County,04/18/2020,Apr 18,1141,4828,25723.0,6103.0,-15.8
Walker County,04/25/2020,Apr 25,1112,5940,24611.0,7215.0,-19.4
Walker County,05/02/2020,May 02,756,6696,23855.0,7971.0,-21.9
Walker County,05/09/2020,May 09,829,7525,23026.0,8800.0,-24.6
Walton County,03/07/2020,Mar 07,24,24,44704.0,1849.0,-0.1
Walton County,03/14/2020,Mar 14,46,70,44658.0,1895.0,-0.2
Walton County,03/21/2020,Mar 21,62,132,44596.0,1957.0,-0.3
Walton County,03/28/2020,Mar 28,1140,1272,43456.0,3097.0,-2.8
Walton County,04/04/2020,Apr 04,3120,4392,40336.0,6217.0,-9.8
Walton County,04/11/2020,Apr 11,2661,7053,37675.0,8878.0,-15.8
Walton County,04/18/2020,Apr 18,2207,9260,35468.0,11085.0,-20.7
